timestamp,action,position,velocity
1727681569.8838174,0.0,-0.8858915,-0.015570675
1727681569.917319,0.0,-0.8992492,-0.013357728
1727681569.9514294,0.0,-0.91034913,-0.01109996
1727681569.9837744,0.0,-0.91915685,-0.008807701
1727681570.017713,0.0,-0.9256467,-0.006489882
1727681570.0503309,0.0,-0.929801,-0.0041542626
1727681570.0832865,0.0,-0.9316087,-0.0018077135
1727681570.1164947,0.0,-0.9310652,0.00054347777
1727681570.1504605,0.0,-0.92817193,0.0028932807
1727681570.1829994,0.0,-0.9229363,0.0052355872
1727681570.217106,0.0,-0.91537243,0.00756388
1727681570.250172,0.0,-0.90550154,0.009870914
1727681570.2836924,0.0,-0.8933531,0.01214842
1727681570.3162463,0.0,-0.8789663,0.014386847
1727681570.3488674,0.0,-0.8623911,0.016575154
1727681570.3824186,0.0,-0.84369045,0.01870067
1727681570.416018,0.0,-0.8229414,0.020749044
1727681570.4500947,0.0,-0.8002371,0.022704292
1727681570.4836342,0.0,-0.7756882,0.024548978
1727681570.5161645,0.0,-0.7494237,0.026264507
1727681570.550243,0.16668701171875,-0.7213421,0.028081607
1727681570.5836246,0.4444580078125,-0.6911962,0.030145898
1727681570.6164925,0.79364013671875,-0.65865517,0.032541044
1727681570.6500146,0.960296630859375,-0.6236882,0.034966923
1727681570.6842911,0.999969482421875,-0.5864819,0.03720632
1727681570.7172008,0.999969482421875,-0.54730684,0.039175104
1727681570.7513824,0.999969482421875,-0.5064541,0.040852718
1727681570.784987,0.999969482421875,-0.46422997,0.042224143
1727681570.818235,0.999969482421875,-0.4209488,0.043281183
1727681570.8524065,0.999969482421875,-0.37692544,0.044023372
1727681570.8852708,0.999969482421875,-0.33246702,0.044458434
1727681570.918666,0.999969482421875,-0.28786486,0.04460217
1727681570.951973,0.999969482421875,-0.24338701,0.04447785
1727681570.985651,0.999969482421875,-0.19927187,0.044115137
1727681571.019332,0.999969482421875,-0.1557232,0.043548673
1727681571.0529199,0.999969482421875,-0.11290669,0.042816512
1727681571.0865107,0.999969482421875,-0.07094817,0.041958515
1727681571.1193984,0.999969482421875,-0.029933285,0.041014884
1727681571.153041,0.999969482421875,0.010091626,0.04002491
1727681571.1872406,0.999969482421875,0.049117636,0.03902601
1727681571.2202895,0.999969482421875,0.08717069,0.038053058
1727681571.2537193,0.999969482421875,0.124308705,0.03713801
1727681571.2863932,0.999969482421875,0.16061851,0.0363098
1727681571.3191867,0.999969482421875,0.19621293,0.035594415
1727681571.3533416,0.999969482421875,0.23122805,0.035015125
1727681571.387509,0.999969482421875,0.2658209,0.03459284
1727681571.4205577,0.714263916015625,0.29973882,0.033917926
1727681571.4536831,0.21429443359375,0.33242264,0.03268381
1727681571.4864166,0.0,0.36374995,0.03132731
1727681571.5194921,0.0,0.39392382,0.030173868
1727681571.5519187,0.0,0.42314947,0.029225653
1727681571.5853875,0.0,0.4516331,0.028483633
