timestamp,action,position,velocity
1727673242.441174,0.0,-0.4628196,-0.00045669003
1727673242.4677591,0.0,-0.46372962,-0.0009100121
1727673242.5013397,0.0,-0.46508625,-0.0013566206
1727673242.5350883,0.0,-0.46687946,-0.0017932142
1727673242.5691688,0.0,-0.469096,-0.0022165594
1727673242.6027653,0.0,-0.4717195,-0.0026235112
1727673242.6368728,0.0,-0.47473055,-0.003011037
1727673242.6709673,0.0,-0.4781068,-0.0033762371
1727673242.7045217,0.0,-0.48182318,-0.0037163687
1727673242.7373133,0.0,-0.48585203,-0.004028866
1727673242.7715113,0.0,-0.4901634,-0.004311362
1727673242.803995,0.0,-0.49472508,-0.004561707
1727673242.8378596,0.0,-0.49950308,-0.004777989
1727673242.8716304,0.0,-0.50446165,-0.0049585495
1727673242.9055037,0.0,-0.5095636,-0.0051019993
1727673242.938442,0.0,-0.51477087,-0.0052072317
1727673242.9715958,0.0,-0.5200443,-0.0052734334
1727673243.0053284,-0.0234375,-0.5253796,-0.0053352476
1727673243.0390556,-0.1875,-0.53098273,-0.0056031416
1727673243.073102,-0.375,-0.537093,-0.0061102663
1727673243.107295,-0.5390625,-0.5439107,-0.0068176812
1727673243.1396863,-0.640625,-0.55153704,-0.007626374
1727673243.1737492,-0.734375,-0.5600557,-0.008518645
1727673243.2074368,-0.828125,-0.5695436,-0.00948795
1727673243.2401886,-0.859375,-0.5799771,-0.010433516
1727673243.2743015,-0.8828125,-0.591314,-0.011336911
1727673243.3073785,-0.9375,-0.6035528,-0.012238782
1727673243.3415265,-0.984375,-0.61667424,-0.013121422
1727673243.3744555,-1.0,-0.63060665,-0.013932392
1727673243.4073088,-1.0,-0.6452502,-0.014643547
1727673243.440032,-1.0,-0.6605015,-0.015251281
1727673243.4735515,-1.0,-0.67625463,-0.015753133
1727673243.5062966,-1.0,-0.6924024,-0.016147818
1727673243.5391257,-1.0,-0.7088376,-0.016435213
1727673243.5717618,-1.0,-0.725454,-0.016616333
1727673243.6061106,-1.0,-0.74214727,-0.016693266
1727673243.640146,-1.0,-0.75881636,-0.016669089
1727673243.6733952,-1.0,-0.7753641,-0.016547762
1727673243.707482,-1.0,-0.7916981,-0.016334001
1727673243.7409368,-1.0,-0.8077312,-0.016033141
1727673243.7745042,-1.0,-0.8233822,-0.01565099
1727673243.806937,-1.0,-0.8385759,-0.015193682
1727673243.8401225,-0.9375,-0.8531497,-0.01457379
1727673243.873677,-0.8984375,-0.86698294,-0.013833231
1727673243.9076946,-0.8515625,-0.87995005,-0.012967131
1727673243.9415164,-0.78125,-0.8918972,-0.011947142
1727673243.9753072,-0.71875,-0.9026889,-0.010791724
1727673244.0083153,-0.625,-0.9121494,-0.009460498
1727673244.0415273,-0.546875,-0.92013264,-0.0079831965
1727673244.0745437,-0.375,-0.9263578,-0.0062251445
1727673244.107297,-0.1953125,-0.9305384,-0.004180597
1727673244.1414714,-0.0625,-0.9324643,-0.001925896
1727673244.1740613,0.0,-0.9320368,0.00042746845
1727673244.2070727,0.0,-0.9292571,0.0027797492
1727673244.2404733,0.0,-0.9241322,0.005124888
1727673244.2726767,0.0,-0.9166758,0.0074564326
1727673244.3067617,0.0,-0.9069086,0.009767215
1727673244.3403292,0.0,-0.8948595,0.012049053
1727673244.373519,0.0,-0.880567,0.014292488
1727673244.4065604,0.0,-0.8640804,0.016486574
1727673244.4394264,0.0,-0.8454617,0.018618733
1727673244.4725835,0.0,-0.824787,0.020674692
1727673244.5069625,0.0,-0.80214846,0.022638537
1727673244.54075,0.047637939453125,-0.77758414,0.024564324
1727673244.5741732,0.19842529296875,-0.75099635,0.026587807
1727673244.6076384,0.317474365234375,-0.7223561,0.028640259
1727673244.6417158,0.420654296875,-0.6916809,0.030675145
1727673244.6754274,0.53173828125,-0.6590003,0.032680623
1727673244.7085643,0.634918212890625,-0.62437946,0.034620814
1727673244.7419071,0.730133056640625,-0.58791906,0.036460407
1727673244.7755816,0.80157470703125,-0.54977685,0.038142182
1727673244.8082612,0.84124755859375,-0.51017666,0.039600186
1727673244.8413732,0.88092041015625,-0.46935573,0.040820926
1727673244.8756413,0.920623779296875,-0.4275589,0.041796833
1727673244.9085076,0.960296630859375,-0.385032,0.042526904
1727673244.9409716,0.984100341796875,-0.3420385,0.04299348
1727673244.9754817,0.999969482421875,-0.29884043,0.04319807
1727673245.007816,0.999969482421875,-0.25570324,0.043137196
1727673245.0417106,0.999969482421875,-0.21286589,0.04283735
1727673245.0751662,0.999969482421875,-0.1705359,0.042329974
1727673245.1082282,0.999969482421875,-0.12888588,0.04165003
1727673245.1418386,0.999969482421875,-0.088051334,0.04083455
1727673245.1753087,0.999969482421875,-0.048130114,0.03992122
1727673245.2084243,0.999969482421875,-0.0091829235,0.03894719
1727673245.2406304,0.999969482421875,0.02876517,0.037948094
1727673245.2743957,0.999969482421875,0.06572252,0.03695735
1727673245.3075595,0.999969482421875,0.10172826,0.03600574
1727673245.3405704,0.999969482421875,0.13684948,0.035121214
1727673245.3739498,0.999969482421875,0.17117839,0.03432891
1727673245.4077291,0.999969482421875,0.20482972,0.033651333
1727673245.4416406,0.999969482421875,0.23793834,0.033108618
1727673245.4753208,0.999969482421875,0.27065724,0.032718897
1727673245.5086262,0.999969482421875,0.30315593,0.03249868
1727673245.5423505,0.999969482421875,0.33561915,0.03246322
1727673245.5751212,0.999969482421875,0.36824602,0.032626875
1727673245.6091576,0.999969482421875,0.40124944,0.03300341
1727673245.642774,0.999969482421875,0.43485564,0.03360621
1727673245.6771486,0.999969482421875,0.46930405,0.034448422
